,country,year,sex,age,suicides_no,population,suicides.100k.pop,gdp_for_year,gdp_per_capita,generation,continent
20665,Romania,1994,male,55-74 years,608,2025500,30.02,30074440483,1406,Silent,Europe
20666,Romania,1994,male,25-34 years,329,1562300,21.06,30074440483,1406,Boomers,Europe
20667,Romania,1994,male,15-24 years,222,1936600,11.46,30074440483,1406,Generation X,Europe
20668,Romania,1994,female,75+ years,55,508000,10.83,30074440483,1406,G.I. Generation,Europe
20669,Romania,1994,female,55-74 years,221,2412500,9.16,30074440483,1406,Silent,Europe
20670,Romania,1994,female,35-54 years,190,2920000,6.51,30074440483,1406,Boomers,Europe
20671,Romania,1994,female,25-34 years,61,1518200,4.02,30074440483,1406,Boomers,Europe
20672,Romania,1994,female,15-24 years,57,1864500,3.06,30074440483,1406,Generation X,Europe
20673,Romania,1994,male,5-14 years,21,1764000,1.19,30074440483,1406,Millenials,Europe
20674,Romania,1994,female,5-14 years,5,1694100,0.3,30074440483,1406,Millenials,Europe
20675,Romania,1995,male,35-54 years,1021,2865200,35.63,37662075750,1756,Boomers,Europe
20676,Romania,1995,male,75+ years,99,313200,31.61,37662075750,1756,G.I. Generation,Europe
20677,Romania,1995,male,55-74 years,579,2038700,28.4,37662075750,1756,Silent,Europe
20678,Romania,1995,male,25-34 years,323,1605100,20.12,37662075750,1756,Generation X,Europe
20679,Romania,1995,male,15-24 years,223,1929800,11.56,37662075750,1756,Generation X,Europe
20680,Romania,1995,female,55-74 years,193,2432500,7.93,37662075750,1756,Silent,Europe
20681,Romania,1995,female,75+ years,35,523500,6.69,37662075750,1756,G.I. Generation,Europe
20682,Romania,1995,female,35-54 years,191,2913000,6.56,37662075750,1756,Boomers,Europe
20683,Romania,1995,female,25-34 years,65,1560400,4.17,37662075750,1756,Generation X,Europe
20684,Romania,1995,female,15-24 years,49,1855500,2.64,37662075750,1756,Generation X,Europe
20685,Romania,1995,male,5-14 years,11,1741700,0.63,37662075750,1756,Millenials,Europe
20686,Romania,1995,female,5-14 years,4,1672700,0.24,37662075750,1756,Millenials,Europe
20687,Romania,1996,male,35-54 years,1059,2874300,36.84,37182938696,1738,Boomers,Europe
20688,Romania,1996,male,75+ years,110,314000,35.03,37182938696,1738,G.I. Generation,Europe
20689,Romania,1996,male,55-74 years,615,2023700,30.39,37182938696,1738,Silent,Europe
20690,Romania,1996,male,25-34 years,302,1629200,18.54,37182938696,1738,Generation X,Europe
20691,Romania,1996,male,15-24 years,234,1940800,12.06,37182938696,1738,Generation X,Europe
20692,Romania,1996,female,55-74 years,196,2421700,8.09,37182938696,1738,Silent,Europe
20693,Romania,1996,female,75+ years,39,531400,7.34,37182938696,1738,G.I. Generation,Europe
20694,Romania,1996,female,35-54 years,177,2926100,6.05,37182938696,1738,Boomers,Europe
20695,Romania,1996,female,25-34 years,42,1590500,2.64,37182938696,1738,Generation X,Europe
20696,Romania,1996,female,15-24 years,37,1856200,1.99,37182938696,1738,Generation X,Europe
20697,Romania,1996,male,5-14 years,15,1677700,0.89,37182938696,1738,Millenials,Europe
20698,Romania,1996,female,5-14 years,2,1611700,0.12,37182938696,1738,Millenials,Europe
20699,Romania,1997,male,35-54 years,1052,2869400,36.66,35838588170,1677,Boomers,Europe
20700,Romania,1997,male,75+ years,109,326700,33.36,35838588170,1677,G.I. Generation,Europe
20701,Romania,1997,male,55-74 years,622,2007400,30.99,35838588170,1677,Silent,Europe
20702,Romania,1997,male,25-34 years,369,1659700,22.23,35838588170,1677,Generation X,Europe
20703,Romania,1997,male,15-24 years,207,1942100,10.66,35838588170,1677,Generation X,Europe
20704,Romania,1997,female,75+ years,46,554700,8.29,35838588170,1677,G.I. Generation,Europe
20705,Romania,1997,female,55-74 years,173,2409000,7.18,35838588170,1677,Silent,Europe
20706,Romania,1997,female,35-54 years,172,2924900,5.88,35838588170,1677,Boomers,Europe
20707,Romania,1997,female,15-24 years,48,1850300,2.59,35838588170,1677,Generation X,Europe
20708,Romania,1997,female,25-34 years,41,1625900,2.52,35838588170,1677,Generation X,Europe
20709,Romania,1997,male,5-14 years,16,1631600,0.98,35838588170,1677,Millenials,Europe
20710,Romania,1997,female,5-14 years,4,1567300,0.26,35838588170,1677,Millenials,Europe
20711,Romania,1998,male,35-54 years,1082,2866500,37.75,41976002704,1967,Boomers,Europe
20712,Romania,1998,male,75+ years,125,339700,36.8,41976002704,1967,G.I. Generation,Europe
20713,Romania,1998,male,55-74 years,616,1982600,31.07,41976002704,1967,Silent,Europe
20714,Romania,1998,male,25-34 years,332,1706100,19.46,41976002704,1967,Generation X,Europe
20715,Romania,1998,male,15-24 years,176,1918800,9.17,41976002704,1967,Generation X,Europe
20716,Romania,1998,female,55-74 years,168,2387500,7.04,41976002704,1967,Silent,Europe
20717,Romania,1998,female,75+ years,39,576700,6.76,41976002704,1967,G.I. Generation,Europe
20718,Romania,1998,female,35-54 years,175,2927600,5.98,41976002704,1967,Boomers,Europe
20719,Romania,1998,female,25-34 years,52,1665800,3.12,41976002704,1967,Generation X,Europe
20720,Romania,1998,female,15-24 years,54,1831300,2.95,41976002704,1967,Generation X,Europe
20721,Romania,1998,male,5-14 years,19,1600400,1.19,41976002704,1967,Millenials,Europe
20723,Romania,1999,male,75+ years,125,355100,35.2,36183003978,1698,G.I. Generation,Europe
20724,Romania,1999,male,35-54 years,945,2862700,33.01,36183003978,1698,Boomers,Europe
20725,Romania,1999,male,55-74 years,613,1960600,31.27,36183003978,1698,Silent,Europe
20726,Romania,1999,male,25-34 years,322,1770400,18.19,36183003978,1698,Generation X,Europe
20727,Romania,1999,male,15-24 years,195,1880500,10.37,36183003978,1698,Generation X,Europe
20728,Romania,1999,female,75+ years,53,597400,8.87,36183003978,1698,G.I. Generation,Europe
20729,Romania,1999,female,55-74 years,183,2369700,7.72,36183003978,1698,Silent,Europe
20730,Romania,1999,female,35-54 years,163,2925700,5.57,36183003978,1698,Boomers,Europe
20731,Romania,1999,female,25-34 years,51,1720700,2.96,36183003978,1698,Generation X,Europe
20732,Romania,1999,female,15-24 years,47,1800200,2.61,36183003978,1698,Generation X,Europe
20733,Romania,1999,male,5-14 years,35,1566000,2.23,36183003978,1698,Millenials,Europe
20734,Romania,1999,female,5-14 years,4,1501800,0.27,36183003978,1698,Millenials,Europe
20735,Romania,2000,male,35-54 years,978,2865300,34.13,37438527800,1758,Boomers,Europe
20736,Romania,2000,male,55-74 years,658,1934900,34.01,37438527800,1758,Silent,Europe
20737,Romania,2000,male,75+ years,114,375100,30.39,37438527800,1758,G.I. Generation,Europe
20738,Romania,2000,male,25-34 years,364,1851600,19.66,37438527800,1758,Generation X,Europe
20739,Romania,2000,female,75+ years,65,623400,10.43,37438527800,1758,G.I. Generation,Europe
20740,Romania,2000,male,15-24 years,188,1846000,10.18,37438527800,1758,Generation X,Europe
20741,Romania,2000,female,55-74 years,171,2347300,7.28,37438527800,1758,Silent,Europe
20742,Romania,2000,female,35-54 years,179,2929500,6.11,37438527800,1758,Boomers,Europe
20743,Romania,2000,female,25-34 years,58,1792700,3.24,37438527800,1758,Generation X,Europe
20744,Romania,2000,female,15-24 years,32,1771300,1.81,37438527800,1758,Generation X,Europe
20745,Romania,2000,male,5-14 years,23,1508100,1.53,37438527800,1758,Millenials,Europe
20746,Romania,2000,female,5-14 years,6,1445200,0.42,37438527800,1758,Millenials,Europe
20747,Romania,2001,male,35-54 years,1043,2857051,36.51,40716836998,1914,Boomers,Europe
20748,Romania,2001,male,75+ years,113,396468,28.5,40716836998,1914,Silent,Europe
20749,Romania,2001,male,55-74 years,540,1915525,28.19,40716836998,1914,Silent,Europe
20750,Romania,2001,male,25-34 years,371,1931865,19.2,40716836998,1914,Generation X,Europe
20751,Romania,2001,male,15-24 years,185,1809255,10.23,40716836998,1914,Millenials,Europe
20752,Romania,2001,female,75+ years,54,653462,8.26,40716836998,1914,Silent,Europe
20753,Romania,2001,female,55-74 years,178,2329886,7.64,40716836998,1914,Silent,Europe
20754,Romania,2001,female,35-54 years,138,2921486,4.72,40716836998,1914,Boomers,Europe
20755,Romania,2001,female,25-34 years,36,1868696,1.93,40716836998,1914,Generation X,Europe
20756,Romania,2001,male,5-14 years,26,1456471,1.79,40716836998,1914,Millenials,Europe
20757,Romania,2001,female,15-24 years,31,1739076,1.78,40716836998,1914,Millenials,Europe
20758,Romania,2001,female,5-14 years,5,1393646,0.36,40716836998,1914,Millenials,Europe
20759,Romania,2002,male,35-54 years,1138,2808780,40.52,46174557556,2231,Boomers,Europe
20760,Romania,2002,male,75+ years,142,404282,35.12,46174557556,2231,Silent,Europe
20761,Romania,2002,male,55-74 years,651,1878420,34.66,46174557556,2231,Silent,Europe
20762,Romania,2002,male,25-34 years,375,1876794,19.98,46174557556,2231,Generation X,Europe
20763,Romania,2002,male,15-24 years,198,1739618,11.38,46174557556,2231,Millenials,Europe
20764,Romania,2002,female,75+ years,59,669890,8.81,46174557556,2231,Silent,Europe
20765,Romania,2002,female,55-74 years,187,2292484,8.16,46174557556,2231,Silent,Europe
20766,Romania,2002,female,35-54 years,175,2875101,6.09,46174557556,2231,Boomers,Europe
20767,Romania,2002,female,25-34 years,58,1810431,3.2,46174557556,2231,Generation X,Europe
20768,Romania,2002,male,5-14 years,35,1372601,2.55,46174557556,2231,Millenials,Europe
20769,Romania,2002,female,15-24 years,38,1659695,2.29,46174557556,2231,Millenials,Europe
20770,Romania,2002,female,5-14 years,11,1312484,0.84,46174557556,2231,Millenials,Europe
20771,Romania,2003,male,35-54 years,1069,2925320,36.54,59867801205,2898,Boomers,Europe
20772,Romania,2003,male,55-74 years,662,1863111,35.53,59867801205,2898,Silent,Europe
20773,Romania,2003,male,75+ years,127,421121,30.16,59867801205,2898,Silent,Europe
20774,Romania,2003,male,25-34 years,349,1803090,19.36,59867801205,2898,Generation X,Europe
20775,Romania,2003,male,15-24 years,157,1733591,9.06,59867801205,2898,Millenials,Europe
20776,Romania,2003,female,75+ years,55,692956,7.94,59867801205,2898,Silent,Europe
20777,Romania,2003,female,55-74 years,176,2280751,7.72,59867801205,2898,Silent,Europe
20778,Romania,2003,female,35-54 years,188,2993019,6.28,59867801205,2898,Boomers,Europe
20779,Romania,2003,female,15-24 years,45,1654756,2.72,59867801205,2898,Millenials,Europe
20780,Romania,2003,female,25-34 years,36,1733161,2.08,59867801205,2898,Generation X,Europe
20781,Romania,2003,male,5-14 years,22,1307126,1.68,59867801205,2898,Millenials,Europe
20782,Romania,2003,female,5-14 years,8,1248839,0.64,59867801205,2898,Millenials,Europe
20783,Romania,2004,male,55-74 years,646,1874080,34.47,76216441462,3698,Silent,Europe
20784,Romania,2004,male,35-54 years,999,2968149,33.66,76216441462,3698,Boomers,Europe
20785,Romania,2004,male,75+ years,127,436622,29.09,76216441462,3698,Silent,Europe
20786,Romania,2004,male,25-34 years,311,1778966,17.48,76216441462,3698,Generation X,Europe
20787,Romania,2004,male,15-24 years,166,1719930,9.65,76216441462,3698,Millenials,Europe
20788,Romania,2004,female,75+ years,55,715640,7.69,76216441462,3698,Silent,Europe
20789,Romania,2004,female,55-74 years,174,2298125,7.57,76216441462,3698,Silent,Europe
20790,Romania,2004,female,35-54 years,130,3030172,4.29,76216441462,3698,Boomers,Europe
20791,Romania,2004,female,25-34 years,49,1706579,2.87,76216441462,3698,Generation X,Europe
20792,Romania,2004,male,5-14 years,27,1247536,2.16,76216441462,3698,Millenials,Europe
20793,Romania,2004,female,15-24 years,33,1644876,2.01,76216441462,3698,Millenials,Europe
20794,Romania,2004,female,5-14 years,3,1190092,0.25,76216441462,3698,Millenials,Europe
20795,Romania,2005,male,55-74 years,597,1891105,31.57,99697566668,4847,Silent,Europe
20796,Romania,2005,male,35-54 years,943,2989109,31.55,99697566668,4847,Boomers,Europe
20797,Romania,2005,male,75+ years,135,453633,29.76,99697566668,4847,Silent,Europe
20798,Romania,2005,male,25-34 years,289,1771497,16.31,99697566668,4847,Generation X,Europe
20799,Romania,2005,female,75+ years,71,740695,9.59,99697566668,4847,Silent,Europe
20800,Romania,2005,male,15-24 years,153,1708513,8.96,99697566668,4847,Millenials,Europe
20801,Romania,2005,female,55-74 years,187,2321086,8.06,99697566668,4847,Silent,Europe
20802,Romania,2005,female,35-54 years,146,3045324,4.79,99697566668,4847,Boomers,Europe
20803,Romania,2005,female,25-34 years,34,1693275,2.01,99697566668,4847,Generation X,Europe
20804,Romania,2005,female,15-24 years,28,1636907,1.71,99697566668,4847,Millenials,Europe
20805,Romania,2005,male,5-14 years,16,1187823,1.35,99697566668,4847,Millenials,Europe
20806,Romania,2005,female,5-14 years,4,1130993,0.35,99697566668,4847,Millenials,Europe
20807,Romania,2006,male,55-74 years,643,1905129,33.75,1.24E+11,6018,Silent,Europe
20808,Romania,2006,male,35-54 years,996,3001835,33.18,1.24E+11,6018,Boomers,Europe
20809,Romania,2006,male,75+ years,136,468341,29.04,1.24E+11,6018,Silent,Europe
20810,Romania,2006,male,25-34 years,296,1774300,16.68,1.24E+11,6018,Generation X,Europe
20811,Romania,2006,male,15-24 years,151,1661481,9.09,1.24E+11,6018,Millenials,Europe
20812,Romania,2006,female,75+ years,63,764708,8.24,1.24E+11,6018,Silent,Europe
20813,Romania,2006,female,55-74 years,188,2337396,8.04,1.24E+11,6018,Silent,Europe
20814,Romania,2006,female,35-54 years,160,3052218,5.24,1.24E+11,6018,Boomers,Europe
20815,Romania,2006,female,25-34 years,36,1693804,2.13,1.24E+11,6018,Generation X,Europe
20816,Romania,2006,female,15-24 years,33,1591081,2.07,1.24E+11,6018,Millenials,Europe
20817,Romania,2006,male,5-14 years,18,1165992,1.54,1.24E+11,6018,Millenials,Europe
20818,Romania,2006,female,5-14 years,1,1110276,0.09,1.24E+11,6018,Millenials,Europe
20819,Romania,2007,male,55-74 years,596,1916195,31.1,1.76E+11,8593,Silent,Europe
20820,Romania,2007,male,75+ years,138,485821,28.41,1.76E+11,8593,Silent,Europe
20821,Romania,2007,male,35-54 years,851,3011852,28.26,1.76E+11,8593,Boomers,Europe
20822,Romania,2007,male,25-34 years,250,1769266,14.13,1.76E+11,8593,Generation X,Europe
20823,Romania,2007,female,75+ years,67,791656,8.46,1.76E+11,8593,Silent,Europe
20824,Romania,2007,male,15-24 years,136,1626508,8.36,1.76E+11,8593,Millenials,Europe
20825,Romania,2007,female,55-74 years,144,2350957,6.13,1.76E+11,8593,Silent,Europe
20826,Romania,2007,female,35-54 years,159,3054484,5.21,1.76E+11,8593,Boomers,Europe
20827,Romania,2007,female,25-34 years,45,1686938,2.67,1.76E+11,8593,Generation X,Europe
20828,Romania,2007,female,15-24 years,24,1555447,1.54,1.76E+11,8593,Millenials,Europe
20829,Romania,2007,male,5-14 years,13,1141212,1.14,1.76E+11,8593,Generation Z,Europe
20830,Romania,2007,female,5-14 years,7,1084690,0.65,1.76E+11,8593,Generation Z,Europe
20831,Romania,2008,male,55-74 years,604,1933448,31.24,2.14E+11,10454,Silent,Europe
20832,Romania,2008,male,75+ years,156,500584,31.16,2.14E+11,10454,Silent,Europe
20833,Romania,2008,male,35-54 years,840,3015279,27.86,2.14E+11,10454,Boomers,Europe
20834,Romania,2008,male,25-34 years,235,1758439,13.36,2.14E+11,10454,Generation X,Europe
20835,Romania,2008,male,15-24 years,174,1594080,10.92,2.14E+11,10454,Millenials,Europe
20836,Romania,2008,female,75+ years,63,815912,7.72,2.14E+11,10454,Silent,Europe
20837,Romania,2008,female,55-74 years,175,2371605,7.38,2.14E+11,10454,Silent,Europe
20838,Romania,2008,female,35-54 years,133,3048866,4.36,2.14E+11,10454,Boomers,Europe
20839,Romania,2008,female,25-34 years,38,1674401,2.27,2.14E+11,10454,Generation X,Europe
20840,Romania,2008,female,15-24 years,30,1526352,1.97,2.14E+11,10454,Millenials,Europe
20841,Romania,2008,male,5-14 years,17,1125707,1.51,2.14E+11,10454,Generation Z,Europe
20842,Romania,2008,female,5-14 years,7,1069130,0.65,2.14E+11,10454,Generation Z,Europe
20843,Romania,2009,male,55-74 years,646,1946544,33.19,1.73E+11,8465,Silent,Europe
20844,Romania,2009,male,75+ years,159,512470,31.03,1.73E+11,8465,Silent,Europe
20845,Romania,2009,male,35-54 years,940,3031317,31.01,1.73E+11,8465,Boomers,Europe
20846,Romania,2009,male,25-34 years,275,1744278,15.77,1.73E+11,8465,Generation X,Europe
20847,Romania,2009,male,15-24 years,163,1556450,10.47,1.73E+11,8465,Millenials,Europe
20848,Romania,2009,female,75+ years,53,838699,6.32,1.73E+11,8465,Silent,Europe
20849,Romania,2009,female,55-74 years,124,2388417,5.19,1.73E+11,8465,Silent,Europe
20850,Romania,2009,female,35-54 years,131,3055180,4.29,1.73E+11,8465,Boomers,Europe
20851,Romania,2009,female,15-24 years,39,1491923,2.61,1.73E+11,8465,Millenials,Europe
20852,Romania,2009,female,25-34 years,32,1658906,1.93,1.73E+11,8465,Generation X,Europe
20853,Romania,2009,male,5-14 years,14,1111827,1.26,1.73E+11,8465,Generation Z,Europe
20854,Romania,2009,female,5-14 years,10,1054871,0.95,1.73E+11,8465,Generation Z,Europe
20855,Romania,2010,male,55-74 years,704,1977886,35.59,1.67E+11,8190,Silent,Europe
20856,Romania,2010,male,35-54 years,995,3038553,32.75,1.67E+11,8190,Generation X,Europe
20857,Romania,2010,male,75+ years,154,523244,29.43,1.67E+11,8190,Silent,Europe
20858,Romania,2010,male,25-34 years,263,1734890,15.16,1.67E+11,8190,Generation X,Europe
20859,Romania,2010,male,15-24 years,177,1495092,11.84,1.67E+11,8190,Millenials,Europe
20860,Romania,2010,female,55-74 years,177,2425485,7.3,1.67E+11,8190,Silent,Europe
20861,Romania,2010,female,75+ years,59,861006,6.85,1.67E+11,8190,Silent,Europe
20862,Romania,2010,female,35-54 years,147,3050480,4.82,1.67E+11,8190,Generation X,Europe
20863,Romania,2010,female,15-24 years,38,1433832,2.65,1.67E+11,8190,Millenials,Europe
20864,Romania,2010,female,25-34 years,36,1649535,2.18,1.67E+11,8190,Generation X,Europe
20865,Romania,2010,male,5-14 years,11,1107850,0.99,1.67E+11,8190,Generation Z,Europe
20866,Romania,2010,female,5-14 years,5,1050796,0.48,1.67E+11,8190,Generation Z,Europe
20867,Romania,2011,male,55-74 years,668,2000334,33.39,1.84E+11,9086,Boomers,Europe
20868,Romania,2011,male,35-54 years,896,3050462,29.37,1.84E+11,9086,Generation X,Europe
20869,Romania,2011,male,75+ years,143,534670,26.75,1.84E+11,9086,Silent,Europe
20870,Romania,2011,male,25-34 years,233,1719127,13.55,1.84E+11,9086,Millenials,Europe
20871,Romania,2011,male,15-24 years,186,1438023,12.93,1.84E+11,9086,Millenials,Europe
20872,Romania,2011,female,75+ years,62,884450,7.01,1.84E+11,9086,Silent,Europe
20873,Romania,2011,female,55-74 years,152,2450665,6.2,1.84E+11,9086,Boomers,Europe
20874,Romania,2011,female,35-54 years,117,3048485,3.84,1.84E+11,9086,Generation X,Europe
20875,Romania,2011,female,15-24 years,30,1379354,2.17,1.84E+11,9086,Millenials,Europe
20876,Romania,2011,female,25-34 years,30,1635487,1.83,1.84E+11,9086,Millenials,Europe
20877,Romania,2011,male,5-14 years,16,1104004,1.45,1.84E+11,9086,Generation Z,Europe
20878,Romania,2011,female,5-14 years,3,1046640,0.29,1.84E+11,9086,Generation Z,Europe
20879,Romania,2012,male,55-74 years,667,2037178,32.74,1.72E+11,9015,Boomers,Europe
